ISBN,Author,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date
140550028X,David Sedaris,Time Warner AudioBooks,nan,nan,Naked,nan,nan,35.0,2.3,2004
8644101277,"Erić, Dobrica.",Izd. kuća Draganić,nan,PG1419.15.R5 A6 1996a,Venac sonetnih venaca,222,Zemun,0,0,1996
055312997X,M.M. Kaye,Bantam Books,nan,nan,The far pavilions,1191,New York,3.0,129.4,1979
031215125X,M.M. Kaye,St. Martin's Griffin,nan,nan,The Far Pavilions,960,nan,3.0,82.0,1997
8401302943,M.M. Kaye,Plaza & Janes Editories Sa,nan,nan,Pabellones Lejanos/Far Pavilions,nan,nan,0,0,1984
1570625190,Fritjof Capra,Shambhala,nan,QC6 .C277 1999,The Tao of physics,366,Boston,0,56.3,nan
2884490477,Richard Phillips Feynman,GB Science Publishers SA,741.973,NC1075.F44 A4 1995,The art of Richard P. Feynman,173,Basel,0,0,1995
080283972X,Mark S. Smith,William B. Eerdmans,291.2/11/0933,BS1192.6,The early history of God,243,"Grand Rapids, Mich",1.0,0.2222222222222222,2002
1592572227,Brandon Toropov,Alpha Books,200,BL80.3 .T67 2004,The Complete Idiot's Guide to World Religions,405,"New York, USA",0,0.0,2004
140005477X,"Powell, Jim",Three Rivers Press,973.917,E806 .P68 2004,FDR's folly,336,New York,35.0,68.33333333333333,2003
031242602X,Amartya Kumar Sen,Picador,nan,nan,The Argumentative Indian,409,nan,0,134.33333333333334,2006
1584795425,Karen Rizzo,"Stewart, Tabori & Chang",305.40973/09045,HQ1221 .R59 2006,"Things to bring, s#!t to do ... and other inventories of anxiety",158,New York,0,5.25,2006
043916592X,Julie Andrews Edwards,Scholastic,nan,nan,The last of the really great whangdoodles,277,nan,0,0,2000
1846162661,nan,Orchard Books,nan,nan,Giraffes Can't Dance (Book & CD),32,nan,0,0,2007
141694740X,Greg Behrendt,Simon Spotlight Entertainment,306.7,HQ801 .B37 2006,He's just not that into you,187,New York,0,48.666666666666664,2006
1558322450,Beth Hensperger,Harvard Common Press,nan,nan,Not Your Mother's Slow Cooker Cookbook,512,nan,0,83.5,2005
1575420775,Martine Agassi Ph.D.,Free Spirit Publishing,nan,nan,Hands Are Not for Hitting,35,nan,0,402.0,2000
1561583766,Sarah Susanka,Taunton Press,728'.37,NA7125.S87 1998,The Not So Big House,208,"Newtown, CT, USA",0,44.666666666666664,2001
174059746X,Brendan Sainsbury,Lonely Planet,917.2910464,nan,Cuba.,520,"Footscray, Vic",3.0,0.0,2006
1843534096,Fiona McAuslan,Rough Guides,nan,nan,Cuba,664,London,3.0,201.0,2005
1740591208,Conner Gorry,Lonely Planet,917.29104,F1754.7 .G57 2004,Cuba,468,"Footscray, Vic",3.0,134.0,2004
1573225053,Jack Kerouac,Riverhead Books,813/.54,PS3521.E735 D46 1995,Desolation angels,409,New York,0,41.75,1995
1556434308,Paul Pitchford,North Atlantic Books,nan,nan,Healing With Whole Foods,750,nan,0,40.2,2002
1598870548,Jonathan Franzen,Highbridge Audio,nan,nan,The Discomfort Zone,nan,nan,0,129.75,2006
8809017714,nan,Giunti,nan,nan,Italian Art Painting Sculpture Archictecture from the Origins to the Present Day,nan,nan,0,0,2000
015173156X,Umberto Eco,Harcourt Brace Jovanovich,853/.914,PQ4865.C6 P613 1984,Postscript to The name of the rose,84,San Diego,0,0.0,1984
8426414370,Umberto Eco,Lumeneditorial,nan,nan,Nombre de la Rosa y Apostillas a el Nombre de la Rosa / Name of the Rose and Annotations to The Name of the Rose,792,nan,0,0,2005
8497592581,Umberto Eco,Debolsillo,nan,nan,El nombre de la rosa,782,Barcelona,3.0,5.0588235294117645,2004
015600125X,Umberto Eco,Mariner Books,nan,nan,How to Travel with a Salmon and Other Essays,256,nan,0,0,1995
8845246345,Umberto Eco,Rl Libri,nan,nan,Il nome della rosa,442,nan,3.0,5.0588235294117645,2003
025320318X,Umberto Eco,Indiana University Press,nan,nan,The Role of the Reader,284,nan,0,0.0,1984
3829601867,Candida Höfer,Schirmer/Mosel,nan,nan,Candida Hofer,271,Munich,0,28.0,2005
1590302257,Sunzi,Shambhala,nan,nan,The Art of War,224,nan,0,7.25,2005
1580624596,Sunzi,Adams Media Corp.,658.4,HD38 .S82513 2001,Sun tzu,202,"Avon, Mass",6.0,3.2857142857142856,2001
1402561016,Sunzi,Recorded Books,nan,nan,The Art of War,nan,nan,0,7.25,2003
043977439X,Pierdomenico Baccalario,Scholastic,[Fic],PZ7.B131358 Lon 2006,The long-lost map,nan,New York,3.0,46.888888888888886,2006
1879582414,Charles Dickens,Platinum Press Inc.,nan,nan,Stories For Christmas,478,nan,0,402.0,2000
1596009705,Alexandre Dumas,Brilliance Audio on CD Unabridged,nan,nan,The Three Musketeers (The Classic Collection),nan,nan,12.333333333333334,29.727272727272727,2005
1416524517,Stephen King,Pocket Star Books,nan,nan,Cell,480,"New York, USA",2.3,32.74074074074074,2006
8497593790,nan, Debolsillo,nan,nan,It-eso. - 14. ed.,nan,nan,0,0,2013
1416524355,Stephen King,Pocket,nan,nan,Everything's Eventual,608,nan,3.0384615384615383,15.901960784313726,2005
1416524347,Stephen King,Pocket,nan,nan,Pet Sematary,576,nan,7.333333333333333,23.666666666666668,2005
8497597729,Stephen King,Debolsillo,nan,nan,Insomnia,nan,nan,4.0,2.375,2005
074352585X,Stephen King,Simon & Schuster Audio,nan,nan,The Man in the Black Suit ,nan,nan,0,167.0,2002
067102423X,Stephen King,Pocket Books,nan,nan,Bag of Bones,732,"New York, USA",1.1428571428571428,23.4375,1999
1587671166,Brian Freeman,Cemetery Dance Publications,nan,nan,The Illustrated Stephen King Trivia Book,404,nan,0,0,2005
055347183X,Stephen King,Random House Audio,nan,nan,Gray Matter,nan,nan,0,167.0,1993
1582881804,nan,Bookspan,nan,nan,The Body Snatchers (The Stephen King Horror Library),nan,nan,0,0,2005
034547063X,Stephen King,Ballantine Books,nan,nan,Black House,688,nan,3.8333333333333335,26.533333333333335,2003
1580631606,Stan Wiater,Renaissance Books,813.54,nan,The Stephen King universe,478,"Los Angeles, Calif",0,28.666666666666668,2001
074323359X,Stephen King,Simon & Schuster Libros en Español,nan,nan,Misery,368,"New York, USA",0.0,2.9047619047619047,2002
1841155047,Roger Lowenstein,Fourth Estate,nan,nan,When Genius Failed,275,nan,35.0,0.09090909090909091,2002
857302710X,nan,Suma de Letras,nan,nan,"Historiador, O",nan,nan,0,0,2005
1593081928,Rudyard Kipling,Barnes & Noble Classics,nan,nan,Kim (Barnes & Noble Classics),320,nan,3.0,4.4,2003
1879794063,John L. Goldwater,Archie Comic Publications,741.5/973,PN6728.A72 G58 1991,Archie Americana series,nan,"[Mamaroneck, N.Y",0,2.5,1991
1560764988,John Terra,Wizards of the Coast,nan,nan,Sword and Shield,210,nan,0,0,1992
1415930686,Fannie Flagg,Random House Audio,nan,nan,"Cant Wait to Get to Heaven (Can,t Wait until I get to Heaven)",nan,nan,0,167.0,2006
184195795X,Leonardo Padura Fuentes,Canongate U.S.,nan,nan,Adios Hemingway,240,nan,0,0,2006
1892145022,E. B. White,Little Bookroom,974.7/1,F128.5 .W58 1999,Here is New York,56,New York,38.0,33.6,1999
1585421774,A. C. Weisbecker,Jeremy P. Tarcher,nan,nan,In search of Captain Zero,328,New York,0,0,2001
1857999800,Tahir Shah,Phoenix (an Imprint of The Orion Publishing Group Ltd ),nan,nan,Beyond the Devil's Teeth,336,nan,0.0,2.0,1997
1555916228,Anita Thompson,Fulcrum Pub.,070.92,PN4874.T444 T46 2007,The gonzo way,nan,"Golden, Colo",0,201.0,2007
222109073X,Hunter S. Thompson,Robert Laffont,nan,nan,Hell's Angels,345,nan,0.0,1.8,2000
074325807X,Walter Isaacson,Simon & Schuster,nan,nan,Benjamin Franklin,586,New York,35.0,69.1,2004
1401301886,Cecelia Ahern,Hyperion,823/.92,PR6101.H47 T44 2007,There's no place like here,352,New York,7.0,105.33333333333333,2007
074349671X,Jodi Picoult,Washington Square press,nan,nan,The Tenth Circle,nan,nan,0,55.0,2006
1556591403,Hanshan,Copper Canyon Press,nan,PL2677.H3 A26 2000,The collected songs of Cold Mountain,309,"Port Townsend, Wash",0,1.0,2000
1401303277,Mitch Albom,Hyperion,813/.6,PS3601.L335 F596 2006,For one more day,197,New York,0,60.4,2006
1857993284,nan,PDF/Epub File,nan,nan,Sophie's world,nan,nan,0,0,1991
1569715149,nan,Dark Horse,nan,nan,Star Wars,144,nan,0,0,2001
184416411X,Matt Keefe,Games Workshop,nan,nan,Outlander (Necromunda Novels),256,nan,0,0,2006
1931082898,William Faulkner,Library of America,813/.52,PS3511.A86 A6 2006,"Novels, 1926-1929",nan,New York,0,85.0,2006
1883011698,William Faulkner,Literary Classics of the United States,813/.52,PS3511.A86 A6 1999,"Novels, 1957-1962",1008,New York,6.0,3.2,1999
9684581149,Jean M. Auel,"Ediciones Maeva, S.A.",nan,nan,El Clan Del Oso Cavernario/the Clan of the Cave Bear,nan,nan,4.0,31.652173913043477,1985
8420469432,Arturo Pérez-Reverte,Alfaguara,864/.64,PN5316.P466 A25 2005,No me cogeréis vivo (2001-2005),537,Madrid,0,0,2005
015640057X,Anaïs Nin,Harcourt Brace & Co.,818/.5403,PS3527.I865 Z4642 1989,Henry and June,281,San Diego,0,58.0,1989
1586853333,Bart King,Gibbs Smith,646.7/0084/2,HQ775 .K565 2004,The big book of boy stuff,292,"Salt Lake, Utah",0,1.0,2004
2070536289,Roald Dahl,Gallimard Jeunesse,nan,nan,Les Nouvelles Recettes irrésistibles de Roald Dahl,64,nan,0,0,2002
3499156938,Roald Dahl,Rowohlt Tb.,nan,nan,Boy,nan,nan,25.0,2.888888888888889,1986
8433920863,Roald Dahl,Anagrama,nan,nan,Relatos de lo inesperado,nan,"Barcelona, Spain",0,0,2016
3499158477,Roald Dahl,Rowohlt Taschenbuch Verlag GmbH,nan,nan,Konfetti,123,nan,0,0,nan
071267716X,nan,Century,nan,nan,Eat Right 4 Your Type,384,nan,0,0,1998
1578569508,Dan B. Allender,WaterBrook Press,nan,nan,Leading with a Limp,206,nan,0,20.875,2006
046011347X,Jonathan Swift,Dent,823/.5,PZ3.S9765 Tal15,"A tale of a tub, and other satires",279,London,0,80.0,1975
014118616X,Iris Murdoch,Penguin Books,823/.914,PR6063.U7 S25 2001,"The sea, the sea",495,New York,20.0,1.5,2001
014002476X,Iris Murdoch,Penguin (Non-Classics),nan,nan,The Unicorn,272,nan,0,0.6666666666666666,1987
000649689X,Susan Howatch,HarperCollins Publishers Ltd,nan,nan,Glittering Images (Church of England),512,nan,0,0,1996
000649692X,Susan Howatch,HarperCollins Publishers Ltd,nan,nan,Glamorous Powers (Church of England),512,nan,0,0,1996
1402559445,Stephen King,Recorded Books,nan,nan,The Gunslinger The Dark Tower I,nan,nan,0.5555555555555556,23.77777777777778,2003
1860465811,春樹 村上,Harvill Press,nan,nan,Wind-Up Bird Chronicle,613,nan,0.1,43.666666666666664,1999
2268041042,Dan Simmons,Editions du Rocher,nan,nan,Vengeance,243,nan,0,0,2001
009928345X,"McCarthy, Mary",Vintage,nan,nan,Memories of a Catholic Girlhood,208,nan,0,0,2000
037571894X,春樹 村上,Vintage,nan,nan,A Wild Sheep Chase,368,nan,0,112.4,2002
8483103079,春樹 村上,Tusquets editores,nan,nan,Tokio blues,383,"Barcelona, Spain",0,0,2006
1400078474,Toni Morrison,Vintage,nan,nan,Love,224,nan,0,12.875,2005
140003342X,Toni Morrison,Vintage,nan,nan,Song of Solomon,nan,nan,2.0,4.466666666666667,2004
1400076218,Toni Morrison,Vintage International,813/.54,PS3563.O8749 J38 2004,Jazz,229,New York,19.75,4.0,2004
1400033438,Toni Morrison,Vintage International,813/.54,PS3563.O8749 S8 2004,Sula,174,New York,3.0,10.846153846153847,2004
8440635869,Toni Morrison,Ediciones B.,nan,nan,Sula,184,Barcelona,3.0,10.846153846153847,1988
2264026219,Morrison,Editions 10/18,nan,nan,Tar baby / par Toni Morrison ; nouvelle traduction de l'américain par Jean Guiloineau,431,nan,0,0,1997
1400033446,Toni Morrison,Vintage International,813/.54,PS3563.O8749 T37 2004,Tar baby,305,New York,4.0,10.11111111111111,2004
1566915902,nan,Avalon Travel Publishing,nan,nan,Foghorn Outdoors Pacific Northwest Hiking,912,nan,0,0,2005
045121658X,Sinclair Lewis,New American Library,nan,nan,It can't happen here,383,New York,12.666666666666666,1.5555555555555556,2005
1593080360,Sinclair Lewis,Barnes & Noble,813/.52,PS3523.E94 M2 2003,Main Street,526,New York,17.0,3.9285714285714284,2003
1931082081,Sinclair Lewis,Library of America,813/.52,PS3523.E94 A6 2002,Arrowsmith,1346,New York,0,29.642857142857142,2002
2859405461,Sinclair Lewis,Phébus,nan,nan,Elmer Gantry,342,nan,35.0,63.22222222222222,1998
3442726328,Arthur Golden,"Wilhelm Goldmann Verlag, GmbH",nan,nan,Die Geisha,572,nan,0,0,2000
1418503460,Charles R. Swindoll,Thomas Nelson,nan,nan,Living on the Ragged Edge Workbook,128,nan,0,0,2005
1590525132,Francine Rivers,Multnomah,813/.54,PS3568.I83165 R58 1997,Redeeming love,479,"Sisters, Or",14.25,41.27777777777778,1997
1414307640,Karen Kingsbury,Tyndale House Publishers,nan,nan,Forever (Firstborn Series #5),346,nan,20.0,16.923076923076923,2007
031024756X,Karen Kingsbury,Zondervan,nan,nan,"Ever After (Even Now, Book 2)",352,nan,35.0,55.375,2007
3596132444,Tim OBrien,"Fischer (Tb.), Frankfurt",nan,nan,Geheimnisse und Lügen.,303,nan,0,0,1998
067978117X,Paul Hendrickson,Vintage,nan,nan,The Living and the Dead,448,nan,12.0,51.54545454545455,1997
1576839508,Melody Carlson,Th1nk Books,nan,nan,Bright Purple,213,nan,0,42.5,2006
1400095417,Chaim Potok,Anchor,nan,nan,The Promise,384,nan,1.5,86.83333333333333,2005
044900113X,Chaim Potok,Ballantine Books,nan,nan,In the Beginning,416,nan,39.0,70.375,1997
1400031044,Chaim Potok,Anchor,nan,nan,My Name Is Asher Lev,384,nan,26.333333333333332,6.0,2003
2207254410,Dan Simmons,Denoël,nan,nan,L'Echiquier du mal (L'intégrale),999,nan,0,0,2003
8440641648,Dan Simmons,Ediciones B,nan,nan,Un Verano Tenebroso,nan,nan,0,0,1994
2266106341,Dan Simmons,Pocket,nan,nan,"L'Eveil d'Endymion, tome 2",nan,nan,0,0,2000
220724038X,Dan Simmons,Denoël,nan,nan,Les Larmes d'Icare,357,nan,0,0,1994
2268043185,Dan Simmons,Editions Du Rocher,nan,nan,L'Epée de Darwin,436,nan,0,0,2002
2226074740,Dan Simmons,Albin Michel,nan,nan,Les fils des ténèbres,459,nan,0,0,1994
3442353920,Dan Simmons,Goldmann,nan,nan,Endymion. Pforten der Zeit.,668,nan,0,0,2001
8440622708,Dan Simmons,Ediciones B,nan,nan,Los Vampiros de La Mente,nan,nan,0,0,1992
077378232X,Ellen Datlow,General Publishing,nan,nan,THE SECOND (2nd) OMNI BOOK OF SCIENCE FICTION (2) Two,nan,nan,0,0,1981
1931081883,nan,Subterranean Press,nan,nan,Ilium (Limited Edition),680,nan,0,0,2003
067162413X,Robert R. McCammon,Pocket Books,122,PS3563.C3345 S92 1987x,Swan song,956,New York,0.0,74.0,1987
067176991X,Robert R. McCammon,Pocket,nan,nan,Mystery Walk,432,nan,0,140.75,1992
042518160X,Stephen King,Berkley Books,700/.4164,P96.H65 K5 2001,Stephen King's danse macabre.,400,New York,7.0,10.777777777777779,2001
1587671409,Stephen King,Cemetery Dance Publications,nan,nan,The Secretary of Dreams,290,nan,0,0,2006
2226131906,Stephen King,Albin Michel,nan,nan,Dreamcatcher,684,"Paris, France",2.0,35.333333333333336,2002
2253147702,Stephen King,LGF,nan,nan,Jessie,411,nan,0,0,2001
9506440824,Stephen King,Plaza y Janes,nan,nan,"Torre Oscura VII, La - Tomo 2",nan,nan,0,0,2006
045052468X,Stephen King,New English Library,813.54,nan,The dark half,468,London,1.4,8.631578947368421,1990
060981088X,Stephen King,Plaza y Janes,nan,nan,"El Umbral de la Noche (Los Jet De Plaza & Janes. Biblioteca De Stephen King. 102, 3.)",422,nan,4.583333333333333,8.409090909090908,2001
9998691567,Raynold Gideon,Columbia Pictures Pubns,nan,nan,Stand by Me,nan,nan,0,0,1986
8401321689,Stephen King,Plaza & Janes Editories Sa,nan,nan,LA Danza De LA Muerte/the Stand,nan,nan,1.6666666666666667,5.1,1986
061873516X,Philip Roth,Houghton Mifflin,813/.54,PS3568.O855 E94 2006,Everyman,nan,Boston,0,44.15384615384615,2006
1400033888,Orhan Pamuk,Vintage International,949.61/803/092,PL248.P34 .Z7813 2006,Istanbul,384,New York,1.0,134.0,2006
1400078652,Orhan Pamuk,Vintage Books,894/.353,PL248.P34 K3713 2006,The black book,nan,New York,1.0,99.83333333333333,2006
9707707763,Orhan Pamuk,Alfaguara,nan,nan,La Vida Nueva,379,nan,0,41.75,2006
8466368876,Orhan Pamuk,Punto de Lectura,nan,nan,Me llamo Rojo,687,nan,1.0,7.7272727272727275,2007
080215042X,Octavio Paz,Grove Weidenfelds,nan,nan,The labyrinth of solitude,398,New York,1.5,41.8,1985
2080682911,nan,Flammarion,nan,nan,Possession,507,nan,0,0,2002
1400041260,Penelope Fitzgerald,Knopf,823/.914,PR6056.I86 A6 2003b,The bookshop,472,New York,59.0,58.5,2003
006079528X,Edward P. Jones,Amistad,nan,nan,Lost in the City,288,nan,20.0,1.5,2004
847223746X,John Irving,TusQuets,nan,nan,El Mundo Segun Garp / The World According to Garp,nan,nan,0,0,2002
2868698220,Don DeLillo,Actes Sud,nan,nan,Americana,454,nan,0,201.0,1993
3257211945,John Irving,"Diogenes Verlag AG,Switzerland",nan,nan,Das Hotel New Hampshire,596,nan,0,0,1998
8472238660,John Irving,TusQuets,nan,nan,El Hotel New Hampshire/the Hotel New Hampshire,457,nan,0,0,1986
081297655X,Joyce Carol Oates,Modern Library,nan,nan,Wonderland,528,nan,0,94.16666666666667,2006
1843544121,Joyce Carol Oates,Atlantic Books,nan,nan,Rape,160,nan,0.0,40.72727272727273,2005
8497936086,nan,Debolsillo,nan,nan,El Teatro De Sabbath/ Sabbath's Theater (Contemporanea),501,nan,0,0,2006
1583377824,Mary B. Collins,"Teacher's Pet Publications, Inc.",nan,nan,Puzzle Pack,134,nan,0,0,2005
1889032204,Louis Paul Priolo,Timeless Texts,nan,nan,Teach Them Diligently,160,nan,0,167.0,2000
009928555X,William Styron,Vintage,nan,nan,Set This House on Fire,568,nan,4.0,86.2,2001
159853002X,Saul Bellow,Library of America,813/.52,PS3503.E4488 A6 2007,"Novels, 1956-1964",nan,New York,0,3.0,2007
3518376780,nan,Suhrkamp,nan,nan,Moderato cantabile. Roman.,122,nan,0,0,1985
1892391368,Peter S. Beagle,Tachyon Publications,nan,nan,The Line Between,206,nan,0,0.0,2006
1885972105,nan,Runa Raven Pr,nan,nan,Uncle Setnakt's Essential Guide to the Left Hand Path,nan,nan,0,8.0,1999
207036187X,"Duras, Marguerite.",Gallimard,nan,PQ2607U8245 P4,Les petits chevaux de Tarquinia,220,[Paris],0,402.0,1953
2070394824,Jean-Paul Sartre,Gallimard,nan,nan,Les Jeux Sont Faits,164,nan,0,0.0,1990
1400042550,Albert Camus,Everyman's Library,nan,nan,"The Plague, The Fall, Exile and the Kingdom, and Selected Essays",656,nan,0,167.0,2004
2040284877,Albert Camus,Gauthier-Villars,nan,nan,Letranger,157,nan,0,0.0,2001
1883011493,"Thompson, Jim",Library of America,813/.087208054,PS648.D4 C697 1997,Crime novels,892,New York,0,7.0,1997
185723135X,Iain M. Banks,Orbit,nan,nan,Use of weapons,368,London,0,6.4,1997
1597800449,Iain M. Banks,Night Shade Books,nan,nan,The Algebraist,434,nan,0.0,49.666666666666664,2006
1857231465,Iain M. Banks,Orbit,nan,nan,The Player of Games,320,"London, UK",0,3.75,1989
074341196X,Iain M. Banks,Pocket,nan,nan,Inversions,400,nan,0,0,2001
3453196791,Iain M. Banks,Heyne,nan,nan,Exzession.,655,nan,0,0,2002
014002154X,Iris Murdoch,Penguin (Non-Classics),nan,nan,An Unofficial Rose,288,nan,0,82.0,1987
1931082197,Paul Bowles,Library of America,813/.54,PS3552.O874 A6 2002,The sheltering sky,938,New York,0.6666666666666666,55.72727272727273,2002
1931082200,Paul Bowles,Library of America,813/.54,PS3552.O874 A6 2002b,Collected stories & later writings,1062,New York,2.0,36.6,2002
006083482X,Paul Bowles,Harper Perennial Modern Classics,nan,nan,The Sheltering Sky (P.S.),313,nan,2.0,0,2005
159497098X,Neil Gaiman,Public Square Books,nan,nan,Buenos Presagios: las buenas y ajustadas profecias de Agnes La Chalada / Good Omens,318,nan,0,0,2005
1566631327,Allan Janik,I.R. Dee,943.6/13044,B3376.W564 J36 1996,Wittgenstein's Vienna,314,Chicago,0.0,0.0,1996
2707301485,Samuel Beckett,Éditions de Minuit,nan,PQ2603.E378 E5 1967,En attendant Godot,134,[Paris],0,51.36363636363637,1983
1840025956,JONATHAN CROALL,OBERON BOOKS LTD.,nan,nan,COMING OF GODOT: A SHORT HISTORY OF A MASTERPIECE.,nan,LONDON,0,0,nan
014018922X,Luigi Pirandello,Penguin Books,852/.912,PQ4835.I7 S413 1995,Six characters in search of an author and other plays,205,London,0,1.0,1995
048628459X,Luigi Pirandello,Dover Publications,853/.912,PQ4835.I7 A225 1995,The oil jar and other stories,93,New York,0,0.5,1995
1590171152,Luigi Pirandello,New York Review Books,853/.912,PQ4835.I7 F813 2005,The late Mattia Pascal,252,New York,0,80.0,2005
074346754X,Christie Golden,Pocket Books,nan,CPB Box no. 2075 vol. 9,Homecoming,262,New York,0,57.333333333333336,2003
041377418X,David Mamet,Methuen Drama,nan,nan,Glengarry Glen Ross,190,nan,35.0,0.3333333333333333,2004
1551111721,Joseph Conrad,Broadview Press,823,PR6005.O4 L67 2001,Lord Jim,455,"Peterborough, Ont",0.5,3.25,2001
1400040663,Thomas Bernhard,Knopf,nan,PT2662.E7 F713 2006,Frost,341,New York,0.0,35.0,2006
188301106X,Robert Frost,Library of America,811/.52,PS3511.R94 A6 1995,"Collected poems, prose & plays",1036,New York,0,0.4,1995
1586634496,SparkNotes Editors,SparkNotes,nan,nan,Spark Notes Streetcar Named Desire,88,nan,0,167.0,2002
1416500405,George Bernard Shaw,Pocket Books,nan,nan,Pygmalion,224,"New York, USA",40.0,54.857142857142854,2005
159113644X,Chet Green,"Booklocker.com, Inc.",nan,nan,THE PLAY SOLDIER,284,nan,0,0,2006
031229543X,Jo Ann Robinson,Palgrave Macmillan,nan,nan,Education As My Agenda,336,nan,0,0,2005
1587263831,Nathaniel Hawthorne,"Ann Arbor Media Group, LLC",813/.3,nan,The scarlet letter,214,"Ann Arbor, MI",13.0,12.454545454545455,2006
074326469X,Nathaniel Hawthorne,Kaplan Education,nan,nan,The Scarlet Letter,544,nan,18.0,15.574468085106384,2005
014044923X,Friedrich Nietzsche,Penguin Books,193,B3313.J43 E5 2003,Beyond good and evil,240,London,0,58.2,2003
