ISBN,Author,Publisher,Publish Date
0345521080,Ballantine Books,2011,Elizabeth Letts
1594202982,Penguin Press,2011,Julie Salamon
0525952047,Dutton,2011,David Wilcock
0310332192,Rodale,2011,Mark Tabb
1439176191,Threshold Editions,2011,Richard B. Cheney
0802119921,Atlantic Monthly Press,2011,Karl Marlantes
1592406521,Gotham Books,2011,Simon Garfield
0547152574,Houghton Mifflin Harcourt,2011,Patricia Bosworth
0374288909,"Farrar, Straus and Giroux",2011,Thomas L. Friedman
1594203075,Penguin Press,2011,Roy F. Baumeister
0316182214,"Little, Brown and Co.",2011,Dana Priest
1455502774,Twelve,2011,Christopher Hitchens
140020304X,Thomas Nelson,2011,Michael Hingson
1401324258,Hyperion,2011,Jacqueline Kennedy Onassis
1439169217,Simon & Schuster,2011,Pearl Jam (Musical group)
044653224X,Grand Central Pub.,2011,Michael Moore
0393079422,W.W. Norton & Co.,2011,Ali H. Soufan
0684872986,Simon & Schuster,"September 13, 2011",Sylvia Nasar
0446584975,Grand Central Pub.,2011,Roger Ebert
1936608855,Victory Belt,2011,Zak Bagans
1451625871,Atria Books,2011,Common (Musician)
0061429252,Harper,2011,Ron Suskind
1594202834,Penguin Press,2011,Daniel Yergin
0385526261,Doubleday,2011,Candice Millard
0307718921,Crown,2011,Joe McGinniss
0393064476,W.W. Norton,2011,Stephen Greenblatt
1401341764,Hyperion,2011,Jane Lynch
0805093079,Henry Holt and Co.,2011,Bill O'Reilly
1439190135,Simon & Schuster,2011,Susan Orlean
1400041627,Alfred A. Knopf,2011,Paul Hendrickson
1419702203,Abrams,2011,Olivia Harrison
006196140X,"New York, NY",2011,Dyan Cannon
0062091182,HarperCollins Publishers,2011,Kendra Wilkinson with Jared Shapiro
1595230807,Sentinel,2011,Mitchell Elias Daniels
0393081818,W.W. Norton,2011,Michael Lewis
0446585025,Grand Central Pub.,2011,Ellen DeGeneres
1451666136,Threshold Editions,2011,Herman Cain
159240653X,Gotham Books,2011,Jeff Pearlman
140006841X,Random House,2011,Jeffrey Sachs
145160663X,Simon & Schuster,2011,Duff McKagan
0670022950,Viking,2011,Steven Pinker
1451612060,Howard Books,2011,Katie Davis
0312579977,Thomas Dunne Books,2011,Patrick J. Buchanan
031605349X,"Little, Brown & Co.",2011,Jerry West
0375507485,Random House,2011,Steven Naifeh
1451648537,Simon & Schuster,2011,Walter Isaacson
0374275637,"Farrar, Straus and Giroux",2011,Daniel Kahneman
0809094665,"Farrar, Straus and Giroux",2011,John U. Bacon
0399158162,Blue Rider Press,2011,Stephanie Madoff Mack
0849948363,Thomas Nelson,2011,Todd Burpo
0307266516,Alfred A. Knopf,2011,Simon Sebag-Montefiore
1595552715,Thomas Nelson,2011,William J. Bennett
1451635087,Simon & Schuster,2011,"Matthews, Christopher"
0307267679,Alfred A. Knopf,2011,Joan Didion
030758786X,Crown Publishers,2011,Condoleezza Rice
0307886263,Crown Archetype,2011,Mindy Kaling
1400064589,Random House,2011,Tom Brokaw
1451613946,Gallery Books,2011,Ace Frehley
1594203059,Penguin Press,2011,Niall Ferguson
1451642601,Simon & Schuster,2011,James Garner
0307959759,Alfred A. Knopf,2011,Bill Clinton
125000635X,St. Martin's Press,2011,Chuck Pfarrer
0679456724,Random House,2011,Robert K. Massie
0670022705,Viking,2011,Neil MacGregor
0892969202,Center Street,2011,Bill Cosby
006212532X,William Morrow,2011,Jeff Ashton
0062109758,HarperCollins Publishers,2011,Regis Philbin
1451661061,Scribner,2011,Gabrielle D. Giffords
1400068789,Random House,2011,Diane Keaton
0399158413,Blue Rider Press,2011 November 14,Bill Maher
0547573146,Houghton Mifflin Harcourt,2012,Peter Schweizer
1455504416,Grand Central Pub.,2011,Shaquille O'Neal
1451659261,Threshold Editions,2011,Glenn Beck
0547547986,Houghton Mifflin Harcourt,2011,Joe Garner
0062082353,William Morrow,2012,Chris Kyle
1595554572,Thomas Nelson,2011,Craig Shirley
0316098752,"Little, Brown & Co.",2012,Jodi Kantor
1400067898,Random House,2011,Sally Bedell Smith
1451642229,Simon & Schuster,2012,Dylan Ratigan
145162445X,Free Press,2012,Lawrence Maxwell Krauss
0805093699,"Metropolitan Books, Henry Holt and Co.",2012,Thomas Frank
0399159886,"Blue Rider Press, a member of Penguin Group (USA) Inc.",2012,Michael Hastings
1439173249,Threshold Editions,2012,Mark R. Levin
1596987944,Regnery Pub.,2012,Kevin Freeman
0307352145,Crown Publishers,2012,Susan Cain
1439187673,Gallery Books,2011,RoseMarie Terenzio
046502954X,Basic Books,April 1986,James Coleman
1594203180,Penguin Press,2012,Paula Broadwell
0307719936,Crown Publishers,2012,"Barrett, Paul"
0307453421,Crown Forum,2012,Charles A. Murray
1451669038,Blue Heeler Books,2012,Tucker Max
1400069106,Random House,"February 8, 2012",Mimi Alford
1594203334,Penguin Press,2012,Pamela Druckerman
1400067553,Random House,2011,Katherine Boo
1451641427,Simon & Schuster,2012,William J. Broad
0061998575,Harper,2012,Alexandra Wentworth
1594203210,Penguin Press,2012,David Isay
1451677715,Gallery Books,2012,Taylor Armstrong
1250002966,St. Martin's Press,2012,Anne Sebba
1439187002,Simon & Schuster,2012,Deborah Feldman
1400067480,Random House,2011,Tim Weiner
1451614217,Free Press,2012,Peter H. Diamandis
1455503126,FaithWords,2012,James Robison
0802120075,Grove Press,2012,Scotty Bowers
0307952525,Crown Publishers,2011,Russ Feingold
140006693X,Random House,2012,Jean Edward Smith
1400069289,Random House,2012,Charles Duhigg
1618580051,Turner Pub.,2012,Peter D. Kiernan
0547134665,Houghton Mifflin Harcourt,2012,Anthony Shadid
0393082105,W.W. Norton,2012,Neil deGrasse Tyson
0670023345,Viking,2012,Elaine Pagels
1451666101,Threshold Editions,2012,Scott W. Rasmussen
0307887464,Crown Archetype,2012,Dale Archer
0307377903,Pantheon Books,2012,Jonathan Haidt
0547386079,Houghton Mifflin Harcourt,2012,Jonah Lehrer
0307592731,Alfred A. Knopf,2012,Cheryl Strayed
159448841X,Riverhead Books,2012,Anne Lamott
0307719219,Crown Publishers,2012,Daron Acemoglu
1592406890,Gotham Books,2012,Kevin Smith
0307460983,Crown,2012,Rachel Maddow
0525952780,Dutton,2012,Maria Goodavage
006208397X,William Morrow,2012,Michael Savage
1451648448,Gallery Books,2012,Clint Hill
0062045032,William Morrow,2012,Kelle Hampton
0547746725,Houghton Mifflin Harcourt,2012,Harvey Araton
1401341799,Voice/Hyperion,2012,Stephanie Nielson
1568587147,Nation Books,2012,Van Jones
0871404133,Liverwright Publishing Corporation,2012,Edward Osborne Wilson
0670023329,Viking,2012,Blaine Harden
1455512613,Grand Central Pub.,2012,Carole King
141659907X,Simon & Schuster,2012,"Jacobs, A. J."
0345523253,Ballantine Books,2012,Jim Abbott
1451640943,Threshold Editions,2012,John Stossel
0399159010,G.P. Putnam's Sons,2012,Jennie Goodrich
1439127700,Simon & Schuster,2012,Nancy Gibbs
1400069343,Random House,2012,Anna Quindlen
0062030310,Harper,2012,Madeleine Korbel Albright
0374203032,"Farrar, Straus and Giroux",2012,Michael J. Sandel
0062094475,Harper,2012,Frank Langella
0679405070,Alfred A. Knopf,2012,Robert A. Caro
0062112031,Morrow,2012,Gregg Allman
0307955575,Crown Publishers,2012,Peter L. Bergen
0393088774,W. W. Norton,2012,Paul R. Krugman
0451233174,New American Library,2012,Jen Lancaster
1451663471,Threshold Editions,2012,Jose A. Rodriguez
1594203350,Penguin Press,2012,Steve Coll
0062196693,Broadside,2012,Dick Morris
0805095837,Henry Holt and Company,2012,Andy Cohen
0316185361,"Little, Brown and Co.",2012,Marcus Luttrell
046502940X,Basic Books,2012,"Brooks, Arthur C."
1596987855,Regnery Pub.,2012,"Klein, Edward"
1594203342,Penguin Press,2012,Henry A. Crumpton
1594630933,Hudson Street Press,2012,Gretchen Reynolds
0062113372,It! books,2012,Justin Halpern
0062135120,Harper,2012,Colin L. Powell
1250004470,St. Martin's Press,2012,Peter D. Schiff
0307730697,WaterBrook Press,2012,Eric Blehm
0061374261,Harper,2012,Douglas Brinkley
0316097845,"Little, Brown and Co.",2012,Walter R. Borneman
1596987774,Regnery Pub.,2012,David Limbaugh
0547569653,Houghton Mifflin Harcourt,2012,Scott Jurek
0425248305,Berkley Hardcover,2012,Joan Rivers
0465028284,Basic Books,2012,Dambisa Moyo
1451693478,Threshold Editions,2012,Glenn Beck
0307888878,Crown Archetype,2012,Adam Carolla
1591845505,Portfolio,2012,Ed Conard
0393088693,W.W. Norton & Co.,2012,Joseph E. Stiglitz
1439160406,Simon & Schuster,2012,David Maraniss
1595230947,Sentinel,2012,Marco Rubio
006213115X,Broadside Books,2012,Monica Crowley
1414319673,Tyndale House Publishers,2012,Joel C. Rosenberg
0762779187,Lyons Press,2012,Lisa Alther
0385342608,Random House,2012,Marcus Samuelsson
1451661215,Gallery Books,2012,Kody Brown
1937856402,BenBella Books,2012,Rielle Hunter
0399158154,Blue Rider Press,2012,R.A. Dickey
0345520483,Ballantine Books,2012,Jack McCallum
1451661444,Gallery Books,2012,Christopher P. Andersen
1937856380,Benbella Books,2012,Jose Baez
0399160396,Blue Rider Press,2012,James Carville
1593157207,"Vanguard Press, a member of the Perseus Books Group",2012,Michael Saylor
0670023779,Viking,2012,Gerald Chertavian
1451698097,Threshold Editions/Mercury Ink,2012,Paul Kengor
0451416155,New American Library,2012,Victor Cruz
1451677871,Threshold Editions,2012,Thomas Fitton
1568586434,Nation Books,2012,Chris Hedges
1451684932,Free Press,2012,Neil M. Barofsky
0316182311,"Little, Brown and Co.",2012,Sam Kean
1419703692,Abrams,2012,Jody Duncan Jesser
0307888754,Crown,2012,Ben Macintyre
0770436145,Crown Business,2012,David Wessel
0871404095,Liveright Pub. Corp.,2012,Jim Holt
0307272222,Knopf,2012,Bob Spitz
0062136747,HarperCollins,2012,Hope Solo
1596987782,Regnery Pub.,2012,Dinesh D'Souza
1451691548,Simon & Schuster,2012,Kati Marton
1451642326,Simon & Schuster,2012,Michael Grunwald
1586489690,PublicAffairs,2012,Donald L. Barlett
1451657498,Simon and Schuster,2012,Joe Posnanski
1455522740,Center Street,2012,Mallory Factor
0805095535,Henry Holt and Co.,2012,Paul Auster
125001610X,St. Martin's Press,2012,Richard Miniter
1455502758,Twelve,2012,Christopher Hitchens
0670025925,Viking,2012,D. T. Max
0525953728,Dutton,2012,Mark Owen
0345530411,Bantam Books,2012,Tyler Hamilton
0547564651,Houghton Mifflin Harcourt,2012,Paul Tough
0062136151,William Morrow,2012,Dwyane Wade
0670026263,Viking,2012,Mike Lofgren
1451651104,Simon & Schuster,2012,Bob Woodward
1400069831,Random House,2012,Robert D. Kaplan
1451669380,Touchstone,2012,Kurt Eichenwald
0812992784,Random House,2012,Salman Rushdie
0385527209,Doubleday,2012,Jeffrey Toobin
0399160205,Blue Rider Press,2012,Damien Echols
0062101676,HarperCollins Publishers Inc,2012,Ann Wilson
0547892624,Houghton Mifflin Harcourt,2012,Penny Marshall
0399159460,Blue Rider Press,2012,Neil Young
1595230998,Sentinel,2012,Ann H. Coulter
0062207385,HARPERCOLLINS WORLD,2012,Tony La
0812993403,Random House,2012,Dakota Meyer
1401324568,Hyperion,2012,Edward L. Widmer
159420411X,Penguin Press,2012,Nate Silver
1451672489,Free Press,2012,Sheila Bair
0805096663,Henry Holt and Co.,2012,Bill O'Reilly
0446583979,Grand Central Publishing,2012,Stephen Colbert
0307594033,Alfred A. Knopf,2012,Will Schwalbe
0385532415,Doubleday,2012,H. W. Brands
0062240595,Broadside Books,2012,Dick Morris
1594204098,Penguin Press,2012,Chrystia Freeland
1451620829,Scribner,2012,Peter Criss
1455527475,Blank Publisher,2012,"Smith, Greg (Economist)"
0316133264,Little Brown and Company,2012,Joe Randazzo
1439191824,Simon & Schuster,2012,Peter Ames Carlin
1594204047,Penguin Press,2012,Thomas E. Ricks
0345531361,Delacorte Press,2012,Danielle Steel
1594631379,Riverhead Books,2012,Jon Ronson
0316547700,Bantam,"November 5, 2013",William Manchester
0307957241,Alfred A. Knopf,2012,Oliver Sacks
1451626207,Simon & Schuster,2012,Larry McMurtry
0316227706,Little Brown and Company,2012,Seth Casteel
0385515693,Doubleday,2012,Anne Applebaum
1400067669,Random House,2012,Jon Meacham
0670025291,Viking Adult,2012,Ray Kurzweil
0307986969,Crown Forum,2012,Greg Gutfield
0743236718,Scribner,2012 November,Andrew Solomon
0316185396,"Little, Brown and Co.",2012,Jake Tapper
0062193643,William Morrow,"Nov 13, 2012",Willie Nelson
1451613512,Gallery Books,2011,Oliver Stone
145162137X,Free Press,2012,Susannah Cahalan
1594203768,Penguin Press,2012,David Nasaw
1400067820,Random House,2012,Nassim Taleb
1591845734,Portfolio,2012,Carol J. Loomis
0812993683,Blank Publisher,2012,Calvin Trillin
147670354X,Howard Books,2012,Willie Robertson
0425252868,Berkley Books,2013,Adam Makos
0670024813,Viking,2013,Jared Diamond
1591844754,Portfolio,2012,Stanley A. McChrystal
0399161643,Blue Rider Press,2012,Jeff Bridges
0307594882,Knopf,2013,Sonia Sotomayor
0307700666,Knopf,2013,Lawrence Wright
1594487154,Riverhead Books,2012,Daniel H. Pink
1451656033,Simon & Schuster,2012,Hoda Kotb
0547928173,Houghton Mifflin Harcourt,2013,Terry Francona
0446585181,Grand Central Pub.,2012,Tommy Mottola
0062238396,Harper,2013,Cissy Houston
0812992946,Random House,2013,Al Gore
1400067618,Random House,2013,Paul M. Kennedy
0393071952,W. W. Norton & Company,"Jan 07, 2013",Charles Wheelan
0062248472,William Morrow,2013,Jenna Miscavige Hill
046502811X,Basic Books,"Jan 29, 2013",Leonard Susskind
0525953191,Dutton Books,2013,Brian Hare
0061967556,Harper,2013,Amity Shlaes
1439150222,Simon & Schuster,2013,Mike Piazza
1594205345,Penguin Press,2013,Charlie LeDuff
0670024872,Blank Publisher,2013,Garry Wills
1476714789,Simon & Schuster,2013,Clive Davis
1401324797,Hyperion Books,2013,Ellis Henican
1451676565,Blank Publisher,2013,Michael Hainey
1400069807,Random House,"February 26, 2013",Michael Moss
0393087727,Blank Publisher,2013,"Cullen, Kevin (Journalist)"
0670026719,Viking Books,2013,John Thavis
0812993926,Random House,2013,Sandra Day O'Connor
0385349947,Knopf,2013,Sheryl Sandberg
0544002695,Eamon Dolan/Houghton Mifflin Harcourt,"Mar 05, 2013",Viktor Mayer-Schönberger
1608191052,Bloomsbury USA,2013,Glenn Frankel
1400069742,Random House,2013,Lynne Olson
1451617526,Touchstone Books,2013,Denise Kiernan
1451686579,Blank Publisher,2016,Jonah Berger
0393081575,W. W. Norton & Company,2013,Mary Roach
1451697244,Scribner Book Company,2013,Glennon Melton
1586489127,PublicAffairs,2013,David Stockman
0230342116,Palgrave MacMillan,2013,Deborah Perry Piscione
1400066115,Random House,2012,"Angelou, Maya"
054784865X,Houghton Mifflin Harcourt,2013,David Sheff
1620401908,Bloomsbury,2013,A.C. Grayling
0670026557,Viking,2013,Adam M. Grant
1594204802,Penguin,2013,Mark Mazzetti
1595230955,Sentinel,2013,Zev Chafets
111845295X,John Wiley & Sons Inc,2013,John Gerzema
1451692668,Scribner Book Company,2013,Gabrielle Reece
0316154695,"Little, Brown and Company",2013,David Sedaris
1594204217,The Penguin Press,2013,Michael Pollan
1250024978,St. Martin's Press,"Mar 27, 2013",Mike Ritland
156858671X,Nation Books,2013,Jeremy Scahill
0307957136,Knopf,2013,Eric Schmidt
1451674775,Blank Publisher,2013,Jackie Hance
1455512877,Blank Publisher,2013,Brian Stelter
0062217208,Harper,2013,Amanda Knox
0670025445,Viking,2013,Nathaniel Philbrick
0547636458,Houghton Mifflin Harcourt,"April 30, 2013",Temple Grandin and Richard Panek
1476726094,Howard Books,2013,Phil Robertson
1602861765,Blank Publisher,2013,Mika Brzezinski
0393082415,W.W. Norton & Co.,2013,Robert M. Edsel
0805062904,Henry Holt and Co.,2013,Rick Atkinson
0061242993,HarperCollins,2013,Jimmy Connors
0062272853,HarperCollins Publishers Inc,2013,Donald Rumsfeld
006114665X,Harper,2013,Some Random Author
0307594084,Blank Publisher,2013,Allen C. Guelzo
1594205116,"Penguin Press HC, The",2013,Phil Jackson
0374102414,Blank Publisher,2013,George Packer
0062242717,Blank Publisher,2013,Chris Kyle
067002581X,Viking,"June 4, 2013",Daniel James Brown
0451417631,New American Library,2013,Jen Lancaster
1451646070,Simon & Schuster,2013,Jonathan Alter
0062071475,HarperOne,2013,Stephen C. Meyer
1455503258,Grand Central Publishing,2013,Lily Koppel
1455501352,Grand Central Publishing,"Jun 18, 2013","Ahmir ""Questlove"" Thompson"
1476706174,Threshold Editions,2013,James O'Keefe
1439184496,Simon & Schuster,2013,Chuck Klosterman
1476746079,Blank Publisher,2013,Jenni Rivera
0399161309,Blank Publisher,2013,Mark Leibovich
140006922X,Random House,"July 16, 2013",Reza Aslan
1476725950,Gallery Books,"Jul 23, 2013",Shirley Jones
0307587827,Crown,2013,Tom Kizzia
007181695X,Blank Publisher,2013,Jay Wesley Richards
038553292X,Doubleday,2013,Scott Anderson
1591845114,Blank Publisher,2013,David J. Epstein
1451645163,Blank Publisher,2013,Jeff Guinn
0385337000,Blank Publisher,2013,Michael Paterniti
1451606273,Blank Publisher,2013,Mark R. Levin
0062303996,Blank Publisher,2013,Jane Velez-Mitchell
0812994868,Random House,2013,Naoki Higashida
1451654421,Simon & Schuster,2013,Amanda Ripley
1476744831,Simon & Schuster,2013,David Shields
1250041104,Blank Publisher,2013,Fred Burton
1439192367,Simon & Schuster,2013,Mario Livio
0805098208,Blank Publisher,2013,Billy Crystal
0345534522,Ballantine Books,2013,Bill Dedman
0399159215,Blank Publisher,2013,A. Scott Berg
0062131729,Blank Publisher,2013,Paul Stanley
0307718964,Crown Publishers,2013,Sherri Fink
1451645600,Blank Publisher,2013,Amanda Lindhout
0465031013,Basic Books,"Sep 10, 2013",John Bradshaw
1451668724,Simon & Schuster,"Sep 17, 2013",Linda Ronstadt
0385350880,Knopf Doubleday Publishing Group,2013,Diane Ravitch
0385536615,Doubleday,"Sep 17, 2013",Jeff Benedict
1594202273,Penguin Press,2013,Eric Schlosser
0805098542,Henry Holt & Co.,2013,Bill O'Reilly
0307597059,Alfred A. Knopf,2013,Max Hastings
0316204366,"Little, Brown and Company",2013,Malcolm Gladwell
0767919408,Bantam Dell,2013,Bill Bryson
1451695993,Simon & Schuster,2013,Christopher Matthews
0316322407,Blank Publisher,2013,Malala Yousafzai
0062114867,HarperCollins Publishers,2013,Daniel Coleman
0770437540,Crown,2013,Mark Fainaru-Wada
1250038820,St. Martin's Press,2013,Some Random Author
0544217624,Blank Publisher,2013,Henry Bushkin
0062079603,Blank Publisher,2013,Simon Winchester
1620402807,Bloomsbury,2013,Larry J. Sabato
0385349173,Crown Forum,2013,Charles Krauthammer
1451687869,Blank Publisher,2013,Howard G. Buffett
1594204810,Penguin Press,2013,Alan Greenspan
0385530900,Nan A. Talese,2013,Pat Conroy
0805094202,Henry Holt and Co.,2013,Philip Shenon
0316253014,"Little, Brown and Company",2013,Chris Hadfield
1594204403,Penguin Press,2013,Mark Halperin
141654786X,Simon and Schuster,2013,Doris Kearns Goodwin
0062292889,Blank Publisher,2013,Sarah Palin
1476731497,Simon & Schuster,2013,Clint Hill
0804137897,Random House USA Inc,2013,Colin Cowherd
0385521707,Spiegel & Grau,2013,Ari Shavit
158542935X,Blank Publisher,2013,Daniel J. Siegel
0679643753,Random House,2014,Gary Shteyngart
1476733767,Blank Publisher,2014,Jane Pauley
0399167242,Blank Publisher,2014,James Carville
0307959473,Alfred A. Knopf,2014,Robert M. Gates
0812992857,Random House,"January 14, 2014",Gabriel Sherman
0393239357,W.W. Norton & Co.,2014,Erik Brynjolfsson
0062236679,"Harper Collins, Inc.",2013,Ann Patchett
0062072226,Ecco,2013,Jennifer Senior
0307984761,Crown,2014,Rebecca Mead
034553283X,Ballantine Books,2014,Kelly Corrigan
1594205469,Blank Publisher,2014,Amy Chua
1476709122,Atria Books,2014,Janet Mock
0805092994,Henry Holt and Company,2014,Elizabeth Kolbert
0804136750,Blank Publisher,2014,Jonathan Allen
0062267558,HarperCollins Publishers Inc,2014,Johnny Walker
0062296310,Blank Publisher,2014,Brandi Glanville
1250040493,Blank Publisher,2014,Alan Paul
0446583251,Grand Central Publishing,2014,Some Random Author
038553082X,Doubleday,2014,Michio Kaku
0385535937,Blank Publisher,2014,John Feinstein
1455599735,Blank Publisher,2014,Chelsea Handler
1592407552,Blank Publisher,2014,Jeff Pearlman
0399165940,Blank Publisher,2014,Dave Barry
031622104X,"Little, Brown and Company",2014,Annie Jacobsen
1594204306,Blank Publisher,2014,Mark Harris
0062265423,It Books,2014,Some Random Author
0374228442,Sarah Crichton Books,March 11 2014,Brigid Schulte
0670026093,Blank Publisher,2014,Robert Wagner
0871404516,Liveright,"Mar 10, 2014",Walter Kirn
1476730628,Blank Publisher,2014,Adam Braun
0060539186,Blank Publisher,2013,Simon Schama
0804140847,Blank Publisher,2014,"Huffington, Arianna Stassinopoulos"
1476773955,Simon & Schuster,2014,Jimmy Carter
0385349319,Random House USA Inc,2014,George Will
080509590X,Henry Holt & Company Inc,2014,Robert Mankoff
067443000X,The Belknap Press of Harvard University Press,2014,Thomas Piketty
0393244660,W. W. Norton & Company,2014,Michael Lewis
0062308254,HarperCollins Publishers Inc,1900,Matt Kibbe
1476763305,Howard Books,2014,Some Random Author
1439199582,Simon & Schuster,2014,Scott Eyman
0062114042,Blank Publisher,2014,Paul Stanley
0812993012,Random House,2014,Ed Catmull
081299342X,Blank Publisher,2014,Matt Taibbi
1451685718,Blank Publisher,2014,Rob Lowe
147675361X,Scribner,2014,Some Random Author
145550176X,Blank Publisher,2014,Barbara Ehrenreich
1591846706,Portfolio/Penguin,2014,James Rickards
0061778184,HarperOne,2014,Bart D. Ehrman
006223062X,HarperCollins Publishers Inc,2014,Katty Kay
1455584371,Blank Publisher,2014,Jeff Bauman
1627790527,Metropolitan Books,2014,Elizabeth Warren (undifferentiated)
1455578452,"Little, Brown & Company",2014,Robin Roberts
0812994264,Blank Publisher,2014,Diane Keaton
0316400734,Blank Publisher,2014,Mariano Rivera
1476763534,Howard Books,2014,Jase Robertson
0062218336,Blank Publisher,2014,Steven D. Levitt
0804138591,Crown Publishers,2014,Timothy F. Geithner
162779073X,Metropolitan Books,2014,Glenn Greenwald
1591846773,Blank Publisher,2014,Jonathan Bush
1595231129,Blank Publisher,2014,Ben Carson
1455518735,"Little, Brown & Company",2014,Daniel Schulman
1455547220,"Little, Brown & Company",2014,Bill Geist
006226740X,HarperCollins Publishers Inc,2014,Tom Robbins
0307889750,Blank Publisher,2014,Kai Bird
0374298637,"Farrar, Straus and Giroux",2014,"Waters, John"
1250020204,St. Martin's Press,2014,Helen Rappaport
1594205221,The Penguin Press,2014,Jordan Ellenberg
1476751447,SIMON AND SCHUSTER,2014,Hillary Rodham Clinton
0062318985,,2014,Joseph Telushkin
0547719280,Houghton Mifflin Harcourt,"Jun 03, 2014",A. J. Baime
1621573133,Regnery Publishing,2014,Edward Klein
0425269027,Blank Publisher,2014,Joan Rivers
1594205191,Penguin Press,2014,Marja Mills
0316231436,"Little, Brown, and Company",2014,Beth Macy
1400069335,Random House,2014,Vicki Constantine Croke
0062311239,HarperCollins Publishers Inc,2014,Daniel Halper
0804136637,Blank Publisher,2014,Ben Macintyre
0544274156,Blank Publisher,2014,Douglas Brinkley
0670025364,Blank Publisher,2014,"Dean, John W."
0804139210,Blank Publisher,2014,Ronald Kessler
1476782415,Blank Publisher,2014,Rick Perlstein
052595418X,Dutton,2014,Daniel J. Levitin
1476702713,Blank Publisher,2014,William Deresiewicz
0544272994,Blank Publisher,2014,Randall Munroe
038553695X,Blank Publisher,2014,Dana Goldstein
1455582271,Blank Publisher,2014,Mitchell Zuckoff
1451636016,Simon & Schuster,2014,Sam Harris
1594206147,Penguin Press,2014,Henry Kissinger
0804179077,Blank Publisher,2014,Kirsten Gillibrand
0307700232,Alfred A. Knopf,2014,Geoffrey C. Ward
1451697384,Simon & Schuster,2014,Naomi Klein
0385352034,Alfred A. Knopf,2014,Lawrence Wright
0316332763,Blank Publisher,2014,Tavis Smiley
080509668X,Henry Holt & Co.,"September 23, 2014",Bill O'Reilly
0385349912,Blank Publisher,2014,Nicholas D. Kristof
147673190X,Scribner,"(September 23, 2014)",Jeff Hobbs
145169797X,Simon & Schuster,2014,Mark Whitaker
0316230871,Blank Publisher,2014,Walter Mischel
0670025852,Viking,2014,Steven Pinker
1451673280,Scribner,2014,S. C. Gwynne
0805095152,Metropolitan Books,2014,Atul Gawande
147670869X,Simon & Schuster,2014,Walter Isaacson
1455582433,Blank Publisher,2014,Michael Savage
0062225065,Dey Street Books,2014,Alan Cumming
1476764026,Simon & Schuster,2014,Cary Elwes
0385346999,Blank Publisher,2014,Neil Patrick Harris
0871401002,"Liveright Publishing Corporation, a Division of W.W. Norton & Company",2014,Edward O. Wilson
0544341414,Blank Publisher,2014,James Risen
0812994523,Blank Publisher,Date 0,Bryan Stevenson
0062268341,Dey St.,2014,Amy Poehler
0385354045,Alfred A. Knopf,2014,Jill Lepore
0525954422,Hodder & Stoughton,"October 28, 2014",Eric Metaxas
1250017645,Thomas Dunne Books,2014,Barbara Leaming
0062242350,,2014,David Dibenedetto
0062322842,Harper,"Nov 04, 2014",Sharyl Attkisson
1250007135,Blank Publisher,2014,Bill Nye
0670025321,Blank Publisher,2014,Andrew Roberts
0553447785,Crown Publishers,2014,George W. Bush
1594486298,Riverhead Books,2014,Anne Lamott
1118799941," John Wiley & Sons, Inc",2015,Some Random Author
0825307449,Blank Publisher,2014,Vince M. Bertram
0374280606,Blank Publisher,2014,Héctor Tobar
0062387391,Blank Publisher,2014,Tim Howard
081299695X,Blank Publisher,2015,Steven Brill
0770433243,Clarkson Potter,2015,Andie Mitchell
1621573737,Blank Publisher,2015,Shawn DuBravac
0393244075,W.W. Norton & Co.,2015,Eric Foner
0544287045,Houghton Mifflin Harcourt,"Dec 02, 2014",Donald Hall
0385529988,Spiegel & Grau,2015,Jill Leovy
0062067842,Harper,2015,Frances E. Jensen
1416576576,Blank Publisher,2015,Gerald L. Posner
067002550X,Blank Publisher,2015,Norman Doidge
1594205876,Penguin Press,2015,David B. Axelrod
0062316095,Harper,2015,Some Random Author
0802123414,Grove Press,2014,Helen Macdonald
0062295896,Blank Publisher,2015,Kim Gordon
0393244814,W. W. Norton,2015,Bruce Schneier
0307408868,Random House,2015,Erik Larson
1476769893,Simon & Schuster,2015,Robert D. Putnam
1455527114,Grand Central Publishing,2015,Andrew Morton
0374280304,"Farrar, Strauss, and Giroux",2015,Barney Frank
0393247686,W. W. Norton & Company,"Mar 30, 2015",Fareed Zakaria
1627795073,Henry Holt and Company,2015,David Fisher
147673075X,Blank Publisher,2015,Brian Grazer
081299325X,Random House,2015,David Brooks
0062002767,Blank Publisher,2015,Cokie Roberts
0385538731,Doubleday,2015,Jon Krakauer
0385352549,Alfred A. Knopf,2015,Oliver Sacks
1476728747,Simon and Schuster,2015,David McCullough
0062385321,William Morrow,"May 05, 2015",Steven D. Levitt
0544279336,Houghton Mifflin Harcourt,"May 05, 2015",Pedro Martinez
0385353405,Knopf,2015,Joseph J. Ellis
0385536399,Doubleday,2015,H. W. Brands
0062301233,"Ecco, an imprint of HarperCollinsPublishers",2015,Ashlee Vance
1594205566,Blank Publisher,2015,Steve Inskeep
125006581X,Thomas Dunne Books,2015,"Marsh, Henry"
1621572676,Blank Publisher,2015,Ann H. Coulter
1476762627,Simon & Schuster,2015,Wednesday Martin
0062238493,Blank Publisher,2015,Alexandra Wentworth
1594206279,Penguin Press,2015-07-16,Aziz Ansari
0812997573,Random House,"Jun 16, 2015",Judd Apatow
0062312057,"Harper, an imprint of HarperCollins Publishers",2015,Bernard Cornwell
